"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"casa-movil-atlas-everglade","Casa Mobile Atlas Everglade – 2 Camere da Letto (27,6 m²)","<p data-start=""133"" data-end=""290"">La <strong data-start=""136"" data-end=""167"">Casa Mobile Atlas Everglade</strong> è un modello compatto, pratico e ben isolato, ideale come chalet stagionale o come soluzione abitativa per tutto l’anno.</p> <hr data-start=""292"" data-end=""295""> <h4 data-start=""297"" data-end=""318""><strong data-start=""302"" data-end=""318"">Dati tecnici</strong></h4> <ul data-start=""319"" data-end=""607""> <li data-start=""319"" data-end=""345""> <p data-start=""321"" data-end=""345"">Camere da letto: <strong data-start=""338"" data-end=""343"">2</strong></p> </li> <li data-start=""346"" data-end=""375""> <p data-start=""348"" data-end=""375"">Capacità: <strong data-start=""358"" data-end=""373"">4–6 persone</strong></p> </li> <li data-start=""376"" data-end=""421""> <p data-start=""378"" data-end=""421"">Stato: <strong data-start=""385"" data-end=""419"">usato, ma in ottime condizioni</strong></p> </li> <li data-start=""422"" data-end=""463""> <p data-start=""424"" data-end=""463"">Isolamento: <strong data-start=""436"" data-end=""461"">completamente isolata</strong></p> </li> <li data-start=""464"" data-end=""502""> <p data-start=""466"" data-end=""502"">Stagionalità: <strong data-start=""480"" data-end=""500"">estate e inverno</strong></p> </li> <li data-start=""503"" data-end=""536""> <p data-start=""505"" data-end=""536"">Dimensioni: <strong data-start=""517"" data-end=""534"">8,90 × 3,10 m</strong></p> </li> <li data-start=""537"" data-end=""560""> <p data-start=""539"" data-end=""560"">Altezza: <strong data-start=""548"" data-end=""558"">2,60 m</strong></p> </li> <li data-start=""561"" data-end=""588""> <p data-start=""563"" data-end=""588"">Superficie: <strong data-start=""575"" data-end=""586"">27,6 m²</strong></p> </li> <li data-start=""589"" data-end=""607""> <p data-start=""591"" data-end=""607"">Anno: <strong data-start=""597"" data-end=""605"">2001</strong></p> </li> </ul> <hr data-start=""609"" data-end=""612""> <h4 data-start=""614"" data-end=""632""><strong data-start=""619"" data-end=""632"">Dotazioni</strong></h4> <ul data-start=""633"" data-end=""865""> <li data-start=""633"" data-end=""686""> <p data-start=""635"" data-end=""686"">Chalet stagionale con <strong data-start=""657"" data-end=""684"">soggiorno e zona pranzo</strong></p> </li> <li data-start=""687"" data-end=""744""> <p data-start=""689"" data-end=""744"">Cucina a gas con piano cottura, lavello e frigorifero</p> </li> <li data-start=""745"" data-end=""766""> <p data-start=""747"" data-end=""766"">2 camere da letto</p> </li> <li data-start=""767"" data-end=""800""> <p data-start=""769"" data-end=""800"">Bagno con doccia, lavabo e WC</p> </li> <li data-start=""801"" data-end=""848""> <p data-start=""803"" data-end=""848"">Acqua calda tramite scaldabagno <strong data-start=""835"" data-end=""846"">Junkers</strong></p> </li> <li data-start=""849"" data-end=""865""> <p data-start=""851"" data-end=""865"">Camino a gas</p> </li> </ul> <hr data-start=""867"" data-end=""870""> <p data-start=""872"" data-end=""1052"">👉 La <strong data-start=""878"" data-end=""909"">Casa Mobile Atlas Everglade</strong> è completamente isolata e pronta per essere utilizzata come <strong data-start=""970"" data-end=""1008"">casa vacanze o abitazione compatta</strong>, garantendo comfort in tutte le stagioni.</p>","Mi tienda","CASAS MÓVILES",,"2025-09-08T23:03:20+02:00","Title","Default Title",,,,,"3631","0",,"deny","manual","6000.00","8900.00","true","true",,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4b486d2a-d779-4e2f-9eee-498906ff37b33_1024x1024_cbb1c1bf-d333-45c5-850d-56c9bfe19900.webp?v=1757365404","1",,"false",,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4b486d2a-d779-4e2f-9eee-498906ff37b33_1024x1024_cbb1c1bf-d333-45c5-850d-56c9bfe19900.webp?v=1757365404",,,,"active"
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/802a35a7-2c2f-4ffd-aa96-82ceb83c749b_1024x1024_f575f73a-fd72-43dd-927b-aedbbd1e41d7.webp?v=1757365404","2",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4b486d2a-d779-4e2f-9eee-498906ff37b33_1024x1024-1.webp?v=1757365404","3",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/267d995e-bf1d-4d6d-a44f-ffc5c4ed89ea_1024x1024_5c9c8cb9-c697-4720-83ee-e6f7b96cb5a1.jpg?v=1757365404","4",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/81f1414e-8634-4d23-b1a2-50d96994f709_1024x1024_f9e84112-a811-466f-84dc-56c1631a1f66.webp?v=1757365404","5",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/75c3baa1-fdb2-495c-b8e8-1b47fd6fd689_1024x1024_4bf7a5d2-bf90-47a2-a782-5a9695111238.webp?v=1757365404","6",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/fc8c1903-cc39-4f97-b3d5-f1f3c0e24c8c_1024x1024_30d03177-665e-4cb1-b66b-18824d13223b.webp?v=1757365404","7",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/8e1ce049-ca3d-4d67-b2b1-c681042ffaaa_1024x1024_607df52a-0bb7-4884-8b10-436dee687afa.webp?v=1757365404","8",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/845f9f00-109a-44eb-80b4-c8d041496e82_1024x1024_0c11b680-3d44-4fbf-96bf-dbb919daa5bb.webp?v=1757365404","9",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/84243e0d-4e10-468a-a4eb-2b1e205f0547_1024x1024_a6e6b365-f0a9-4d8e-8078-f2a6a4c6afd0.webp?v=1757365404","10",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/a5023649-ceb4-4e0c-92e2-c9be775836ab_1024x1024_b44f2fe4-aad7-4058-b6ec-17b01b49d2cb.webp?v=1757365404","11",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/d72ad2db-1b69-45b4-8d93-10e6c8a83d9f_1024x1024_2cd466ef-e784-4f91-b30a-25ec3e966d26.webp?v=1757365404","12",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/ea93ca16-10aa-4d24-b39d-9f6c16f522cc_1024x1024_263da28f-ec4d-41da-be81-ba5a7303fed1.webp?v=1757365404","13",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/9cdfeb90-9f84-4052-ad7e-649b376bab72_1024x1024_6043699b-9c07-477f-a8a7-38f585c28a47.webp?v=1757365404","14",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-atlas-everglade",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/26643b74-22a6-4562-a562-101e523af33c_1024x1024_12f513a3-3609-4e58-b98a-89b5d8bc674d.webp?v=1757365404","15",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024","Contenitore Mobile Tiny House 2024 – 2 Camere da Letto e Cucina","<p data-start=""139"" data-end=""398"">Il <strong data-start=""142"" data-end=""180"">Contenitore Mobile Tiny House 2024</strong> è una soluzione abitativa moderna, compatta e trasportabile, ideale per progetti temporanei o spazi residenziali alternativi. Realizzato con materiali di alta qualità e un design pratico, offre comfort tutto l’anno.</p> <hr data-start=""400"" data-end=""403""> <h4 data-start=""405"" data-end=""440""><strong data-start=""410"" data-end=""440"">Caratteristiche principali</strong></h4> <ul data-start=""441"" data-end=""1495""> <li data-start=""441"" data-end=""530""> <p data-start=""443"" data-end=""530""><strong data-start=""443"" data-end=""466"">Isolamento termico:</strong> pareti e tetto isolati per garantire comfort in ogni stagione</p> </li> <li data-start=""531"" data-end=""646""> <p data-start=""533"" data-end=""646""><strong data-start=""533"" data-end=""566"">Due camere da letto separate:</strong> spazi indipendenti per privacy e funzionalità, perfetti per famiglie o ospiti</p> </li> <li data-start=""647"" data-end=""730""> <p data-start=""649"" data-end=""730""><strong data-start=""649"" data-end=""669"">Cucina angolare:</strong> con pensili alti e dispensa per un’organizzazione ottimale</p> </li> <li data-start=""731"" data-end=""823""> <p data-start=""733"" data-end=""823""><strong data-start=""733"" data-end=""752"">Bagno completo:</strong> doccia effetto pioggia, WC, lavabo con mobile e rubinetteria moderna</p> </li> <li data-start=""824"" data-end=""897""> <p data-start=""826"" data-end=""897""><strong data-start=""826"" data-end=""849"">Pavimento vinilico:</strong> resistente, elegante e di facile manutenzione</p> </li> <li data-start=""898"" data-end=""972""> <p data-start=""900"" data-end=""972""><strong data-start=""900"" data-end=""928"">Sistema di ventilazione:</strong> alimentato a 230V per un’ottima aerazione</p> </li> <li data-start=""973"" data-end=""1077""> <p data-start=""975"" data-end=""1077""><strong data-start=""975"" data-end=""1003"">Illuminazione integrata:</strong> predisposizione per faretti a soffitto, downlight, prese e interruttori</p> </li> <li data-start=""1078"" data-end=""1184""> <p data-start=""1080"" data-end=""1184""><strong data-start=""1080"" data-end=""1109"">Finestre con doppi vetri:</strong> serramenti in plastica con doppi vetri per isolamento termico e acustico</p> </li> <li data-start=""1185"" data-end=""1264""> <p data-start=""1187"" data-end=""1264""><strong data-start=""1187"" data-end=""1210"">Connessione rapida:</strong> pronto per allaccio a acqua, elettricità e scarichi</p> </li> <li data-start=""1265"" data-end=""1323""> <p data-start=""1267"" data-end=""1323""><strong data-start=""1267"" data-end=""1281"">Sicurezza:</strong> porta con serratura a cilindro e chiave</p> </li> <li data-start=""1324"" data-end=""1394""> <p data-start=""1326"" data-end=""1394""><strong data-start=""1326"" data-end=""1346"">Canale di scolo:</strong> integrato per la gestione delle acque piovane</p> </li> <li data-start=""1395"" data-end=""1495""> <p data-start=""1397"" data-end=""1495""><strong data-start=""1397"" data-end=""1417"">Trasportabilità:</strong> dimensioni di trasporto <strong data-start=""1442"" data-end=""1467"">5860 × 2110 × 2550 mm</strong>, facilmente movimentabile</p> </li> </ul> <hr data-start=""1497"" data-end=""1500""> <h4 data-start=""1502"" data-end=""1535""><strong data-start=""1507"" data-end=""1535"">Caratteristiche tecniche</strong></h4> <ul data-start=""1536"" data-end=""1843""> <li data-start=""1536"" data-end=""1584""> <p data-start=""1538"" data-end=""1584"">Modello: <strong data-start=""1547"" data-end=""1582"">Complete Deluxe (19 × 20 piedi)</strong></p> </li> <li data-start=""1585"" data-end=""1603""> <p data-start=""1587"" data-end=""1603"">Anno: <strong data-start=""1593"" data-end=""1601"">2024</strong></p> </li> <li data-start=""1604"" data-end=""1625""> <p data-start=""1606"" data-end=""1625"">Peso: <strong data-start=""1612"" data-end=""1623"">3550 kg</strong></p> </li> <li data-start=""1626"" data-end=""1707""> <p data-start=""1628"" data-end=""1707"">Dimensioni: <strong data-start=""1640"" data-end=""1705"">5860 mm (lunghezza) × 6220 mm (larghezza) × 2550 mm (altezza)</strong></p> </li> <li data-start=""1708"" data-end=""1759""> <p data-start=""1710"" data-end=""1759"">Finestre: <strong data-start=""1720"" data-end=""1725"">9</strong> per massima luminosità naturale</p> </li> <li data-start=""1760"" data-end=""1843""> <p data-start=""1762"" data-end=""1843"">Equipaggiamento: plafoni, prese e interruttori per una distribuzione funzionale</p> </li> </ul> <hr data-start=""1845"" data-end=""1848""> <p data-start=""1850"" data-end=""2107"">👉 Il <strong data-start=""1856"" data-end=""1894"">Contenitore Mobile Tiny House 2024</strong> è la scelta perfetta per chi cerca una <strong data-start=""1934"" data-end=""1972"">mini casa completamente attrezzata</strong>, con due camere da letto, cucina e bagno moderni, pronta da collegare e utilizzare subito, sia per un uso temporaneo che permanente.</p>","Mi tienda","CASAS MÓVILES",,"2025-09-08T23:03:19+02:00","Title","Default Title",,,,,"3685","0",,"deny","manual","8000.00","16000.00","true","true",,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara.webp?v=1757365402","1",,"false",,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara.webp?v=1757365402",,,,"active"
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara1.webp?v=1757365402","2",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara12.webp?v=1757365402","3",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara-1.webp?v=1757365402","4",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara7.webp?v=1757365402","5",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara3.webp?v=1757365402","6",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara9.webp?v=1757365402","7",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara13.webp?v=1757365403","8",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara10.webp?v=1757365402","9",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara2.webp?v=1757365402","10",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara4.webp?v=1757365402","11",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara5.webp?v=1757365402","12",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara14.webp?v=1757365402","13",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara6.webp?v=1757365402","14",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara8.webp?v=1757365402","15",,,,,,,,,,,,,,,,,,,,,,
"contenedor-movil-tiny-house-con-dos-dormitorios-y-cocina-2024",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/garantizara11.webp?v=1757365402","16",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones","Casa Mobile Charleston – 2 Camere da Letto (49,4 m²)","<ul> <li> <meta charset=""utf-8""> <p data-start=""148"" data-end=""419"">La <strong data-start=""151"" data-end=""177"">Casa Mobile Charleston</strong> è un modello elegante e spazioso, costruito nel <strong data-start=""226"" data-end=""234"">2024</strong> e pensato per garantire comfort e abitabilità in tutte le stagioni. Grazie al suo design moderno e alla qualità dei materiali, rappresenta una soluzione abitativa pratica e duratura.</p> <hr data-start=""421"" data-end=""424""> <h4 data-start=""426"" data-end=""450""><strong data-start=""431"" data-end=""450"">Dati principali</strong></h4> <ul data-start=""451"" data-end=""576""> <li data-start=""451"" data-end=""477""> <p data-start=""453"" data-end=""477"">Camere da letto: <strong data-start=""470"" data-end=""475"">2</strong></p> </li> <li data-start=""478"" data-end=""494""> <p data-start=""480"" data-end=""494"">Bagni: <strong data-start=""487"" data-end=""492"">1</strong></p> </li> <li data-start=""495"" data-end=""522""> <p data-start=""497"" data-end=""522"">Superficie: <strong data-start=""509"" data-end=""520"">49,4 m²</strong></p> </li> <li data-start=""523"" data-end=""557""> <p data-start=""525"" data-end=""557"">Dimensioni: <strong data-start=""537"" data-end=""555"">11,50 × 4,30 m</strong></p> </li> <li data-start=""558"" data-end=""576""> <p data-start=""560"" data-end=""576"">Anno: <strong data-start=""566"" data-end=""574"">2024</strong></p> </li> </ul> <hr data-start=""578"" data-end=""581""> <h4 data-start=""583"" data-end=""607""><strong data-start=""588"" data-end=""607"">Caratteristiche</strong></h4> <ul data-start=""608"" data-end=""975""> <li data-start=""608"" data-end=""631""> <p data-start=""610"" data-end=""631"">Radiatore di design</p> </li> <li data-start=""632"" data-end=""660""> <p data-start=""634"" data-end=""660"">Vetri doppi (termopanel)</p> </li> <li data-start=""661"" data-end=""711""> <p data-start=""663"" data-end=""711"">Cucina di lusso con elettrodomestici integrati</p> </li> <li data-start=""712"" data-end=""765""> <p data-start=""714"" data-end=""765"">Pavimento vinilico moderno effetto spina di pesce</p> </li> <li data-start=""766"" data-end=""816""> <p data-start=""768"" data-end=""816"">Ampio soggiorno con grande luminosità naturale</p> </li> <li data-start=""817"" data-end=""837""> <p data-start=""819"" data-end=""837"">Porta scorrevole</p> </li> <li data-start=""838"" data-end=""871""> <p data-start=""840"" data-end=""871"">Chalet di facile manutenzione</p> </li> <li data-start=""872"" data-end=""907""> <p data-start=""874"" data-end=""907"">Isolamento di pavimento e tetto</p> </li> <li data-start=""908"" data-end=""935""> <p data-start=""910"" data-end=""935"">Completamente elettrico</p> </li> <li data-start=""936"" data-end=""975""> <p data-start=""938"" data-end=""975"">Abitabile in inverno senza problemi</p> </li> </ul> <hr data-start=""977"" data-end=""980""> <h4 data-start=""982"" data-end=""1010""><strong data-start=""987"" data-end=""1010"">Modelli disponibili</strong></h4> <ul data-start=""1011"" data-end=""1406""> <li data-start=""1011"" data-end=""1054""> <p data-start=""1013"" data-end=""1054"">11,50 × 4,30 m – <strong data-start=""1030"" data-end=""1042"">2 camere</strong> (49,4 m²)</p> </li> <li data-start=""1055"" data-end=""1098""> <p data-start=""1057"" data-end=""1098"">12,50 × 4,30 m – <strong data-start=""1074"" data-end=""1086"">2 camere</strong> (53,7 m²)</p> </li> <li data-start=""1099"" data-end=""1142""> <p data-start=""1101"" data-end=""1142"">13,50 × 4,30 m – <strong data-start=""1118"" data-end=""1130"">2 camere</strong> (58,0 m²)</p> </li> <li data-start=""1143"" data-end=""1186""> <p data-start=""1145"" data-end=""1186"">11,50 × 4,60 m – <strong data-start=""1162"" data-end=""1174"">2 camere</strong> (52,9 m²)</p> </li> <li data-start=""1187"" data-end=""1230""> <p data-start=""1189"" data-end=""1230"">12,50 × 4,60 m – <strong data-start=""1206"" data-end=""1218"">2 camere</strong> (57,5 m²)</p> </li> <li data-start=""1231"" data-end=""1274""> <p data-start=""1233"" data-end=""1274"">13,50 × 4,60 m – <strong data-start=""1250"" data-end=""1262"">2 camere</strong> (62,1 m²)</p> </li> <li data-start=""1275"" data-end=""1318""> <p data-start=""1277"" data-end=""1318"">11,50 × 4,60 m – <strong data-start=""1294"" data-end=""1306"">3 camere</strong> (52,9 m²)</p> </li> <li data-start=""1319"" data-end=""1362""> <p data-start=""1321"" data-end=""1362"">12,50 × 4,60 m – <strong data-start=""1338"" data-end=""1350"">3 camere</strong> (57,5 m²)</p> </li> <li data-start=""1363"" data-end=""1406""> <p data-start=""1365"" data-end=""1406"">13,50 × 4,60 m – <strong data-start=""1382"" data-end=""1394"">3 camere</strong> (62,1 m²)</p> </li> </ul> <hr data-start=""1408"" data-end=""1411""> <p data-start=""1413"" data-end=""1556"">👉 La <strong data-start=""1419"" data-end=""1445"">Casa Mobile Charleston</strong> può essere visitata su appuntamento. Offriamo inoltre servizi di <strong data-start=""1511"" data-end=""1540"">trasporto e installazione</strong> su richiesta.</p> </li> </ul>","Mi tienda","CASAS MÓVILES",,"2025-09-08T23:03:17+02:00","Title","Default Title",,,,,"3687","0",,"deny","manual","14000.00","20000.00","true","true",,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/3-1_3b5d551c-e916-4a93-b04c-5b8e0da6e0cc.jpg?v=1757365402","1",,"false",,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/3-1_3b5d551c-e916-4a93-b04c-5b8e0da6e0cc.jpg?v=1757365402",,,,"active"
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/4-1_6997e901-36ce-4f81-9c05-d80faffc9422.jpg?v=1757365402","2",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/7-1_68a112ef-6470-4a21-b7a6-99e7c1bec8e6.jpg?v=1757365402","3",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/19_c1f7712f-9f10-4249-94d4-945a9174b589.jpg?v=1757365402","4",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/8-1_e7ee080d-7e63-45fa-aea9-9e455f6a9256.jpg?v=1757365401","5",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/9-1_04777056-ac39-4d80-8d98-b423a77cfa65.jpg?v=1757365401","6",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/13-1.jpg?v=1757365402","7",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/14-1_8c0a49f6-7303-4a53-9cc0-afde3b545382.jpg?v=1757365402","8",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/15-1_3e8cbca2-eb45-465d-b5e1-97eaa82ad2e2.jpg?v=1757365402","9",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/16-1.jpg?v=1757365402","10",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/2-1_eb80e401-a5b7-4cd4-902e-9c6c25cb519f.jpg?v=1757365402","11",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/5-1_b6f0eb4e-8bb2-46be-80d8-cb2a80c709d7.jpg?v=1757365402","12",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/17-1.jpg?v=1757365402","13",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/1-1_544c650e-5914-4a80-bf6b-0418a60dc21d.jpg?v=1757365402","14",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/20_fe0ffac1-28db-4a38-a59c-8918173a0fec.jpg?v=1757365403","15",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/18_5cbf258f-2de0-46cb-b5bf-b4d4b3c7bb4d.jpg?v=1757365402","16",,,,,,,,,,,,,,,,,,,,,,
"casa-movil-charleston-de-2-habitaciones",,,,,,,,,,,,,,,,,,,,,,,"https://cdn.shopify.com/s/files/1/0909/2946/3562/files/10-1_a5f52f8f-5b2a-4b75-be23-9c97de5d07c4.jpg?v=1757365401","17",,,,,,,,,,,,,,,,,,,,,,
